-124.176,43.601,Tugman State Park,SP,541.759.3604,all year, , , ,E DP SH RS ,OR,8,SW,Reedsport,,
-121.332,44.127,Tumalo State Park,SP,541.382.3586,all year, , ,3232,WES DP DW SH RS ,OR,4.8,N ,Bend,,
-117.391,45.277,Turkey Flat Forest Camp,NF,541.426.4978/541.523.6391, , ,4,5377,NH ND VT NW NS NR L$ ,OR,11.7,SW,Enterprise,,
-122.589,43.23,Twin Lakes,NF,541.496.3532/541.957.3200, ,primitive - unknown facilities,13,5131,NR ,OR,22.8,E,Idleyld Park,,
-117.055,45.079,Twin Lakes,NF,541.426.4978/541.523.6391, , ,8,6483,NH ND NS NR ,OR,14,N,Halfway,,
-120.212,42.157,Twin Springs,NF,541.947.6328/541.947.2151, , ,5,6486,NR ,OR,7.2,E,Lakeview,,
-117.446,45.037,Two Color,NF,541.963.7186/541.523.6391, , ,13,4760,NH ND NS NR ,OR,26.3,NE,Baker City,,
-117.377,45.25,Two Pan,NF, , , ,12,5600,NH ND NS NR ,OR,13.1,S ,Enterprise,,
-124.12,43.884,Tyee,NF,541.563.3211/541.750.7000, , ,14, ,NH ND NS NR ,OR,6.9,S ,Florence,,
-123.492,43.496,Tyee - Sutherlin,BLM,541.440.4930, , , , ,NR ,OR,11,NW,Oakland,,
-118.972,45.125,Ukiah - Dale Forest,SF,541.551.6949, , , ,3301,NH ND NS NR ,OR,2,W,Ukiah,,
-118.563,45.114,Umapine,NF,541.963.7186/541.523.6391, , ,5,5079,NH ND VT NW NS NR N$ ,OR,,,,,
-118.187,45.726,Umatilla Forks,NF,509.522.6290/541.278.3716, , ,19,2365,NH ND NS NR ,OR,15.8,E,Athena,,
-119.331,45.923,Umatilla Marina RV Park,CP,541.922.3939, , , , ,E DP 40ft DW SH ,OR,0.7,NE,Umatilla,,
-124.194,43.663,Umpqua Lighthouse State Park,SP,800.452.5687,all year, , , ,WES DP SH RS ,OR,5.6,SW,Reedsport,,
-118.026,44.688,Union Creek,NF,541.426.4476/541.523.6391,early may-late sep, ,129,4124,WES ND NS RS ,OR,11.2,SW,Baker City,,
-122.45,42.91,Union Creek,NF,541.865.2700/541.618.2200, , ,85,3386,E ND NS NR ,OR,11,N,Prospect,,
-118.184,44.495,Unity Lake State Rec Area,SRA,541.932.4453,all year, , ,3816,NH DP DW SH RS ,OR,38.3,E,John Day,,
-121.266,43.054,Upper Buck Creek,NF,541.576.7501/541.947.2151, , ,5,5066,NR ,OR,,,,,
-123.5,44.238,Upper Lake Creek,BLM,503.808.6002, ,unknown facilities, , ,NH ND NS NR ,OR,1.9,N ,Horton,,
-123.13,42.41,Valley of the Rogue State Park,SP,541.582.3128,all year, ,168, ,WES DP 40ft DW SH RS ,OR,10.3,E,Grants Pass,,
-121.668,45.694,Viento State Park,SP,541.374.8811, ,near RR, , ,E DW SH NR L$ ,OR,7.1,W,Hood River,,
-117.022,45.746,Vigne,NF,541.426.4978/541.523.6391, , ,7,3793,NH ND NS NR ,OR,25.3,NE,Enterprise,,
-123.777,43.793,Vincent Creek,BLM, , , ,5, ,NH ND NS NR ,OR,17.2,E,Gardiner,,
-121.792,45.578,Wahtum Lake,NF,541.352.6002/503.668.1700, , ,8,4016,NH ND NS NR L$ ,OR,10.2,NW,Parkdale,,
-117.214,45.274,Wallowa Lake State Park,SP,541.432.4185,all year, ,210,4557,WES DP DW SH RS ,OR,5.6,S ,Joseph,,
-120.336,44.433,Walton Lake,NF,541.416.6449/541.416.6500,early jun-late sep,swim in the lake - amazing,45,5240,NH ND NS RS ,OR,26.3,E,Prineville,,
-124.116,44.158,Washburne Memorial State Park,SP,541.547.3416,all year, ,56, ,NH DP SH RS ,OR,12.2,N ,Florence,,
-122.819,44.492,Waterloo County Park,CP,541.967.3917, ,swimming hole, , ,E DP DW SH ,OR,0.3,SE,Waterloo,,
-123.157,42.024,Watkins,NF,/541.618.2200, , ,14,2064,NH ND NS NR ,OR,16.1,S ,Applegate,,
-124.144,43.876,Waxmyrtle,NF,541.563.3211/541.750.7000,early may-late dec, ,59, ,NH ND 30ft NS RS PA ,OR,7.7,S ,Florence,,
-123.967,45.217,Webb County Park,CP,503.965.5001, , ,38, ,E DP DW NS ,OR,1,N ,Pacific City,,
-118.777,44.877,Welch Creek /Th,NF,541.427.3231/541.278.3716, , ,8,4488,NH ND NS NR ,OR,11.4,SE,Dale,,
-121.89,43.84,West Cultus,NF,541.383.4000/541.383.5300, , ,13,4734,NH NR ,OR,32.3,SW,Bend,,
-121.855,43.593,West Davis Lake,NF,541.433.3200, , , ,4416,NH ND NS NR ,OR,12,NW,Crescent,,
-117.476,45.079,West Eagle,NF,541.963.7186/541.523.6391, , ,18,5486,NH ND NS NR ,OR,34.2,SE,La Grande,,
-118.302,44.525,Wetmore,NF,541.446.3351/541.523.6391, , ,14,4380,NH ND NS NR ,OR,8.1,NW,Unity,,
-123.949,45.273,Whalen Island,CP,503.965.6085, , ,34, ,NH DP NS ,OR,4.9,N,Pacific City,,
-122.415,42.497,Whiskey Springs,NF,541.865.2700/541.618.2200, , ,50,3179,NH ND 30ft NS NR ,OR,8.3,SE,Butte Falls,,
-122.008,44.688,Whispering Falls,NF,503.854.3366/541.225.6300, , ,16,2060,NH ND NS NR ,OR,7.6,SE,Detroit,,
-123.217,43.311,Whistlers Bend County Park,CP,541.673.4863, , ,23, ,NH ND DW SH ,OR,9.1,NE,Roseburg,,
-122.506,44.484,Whitcomb Creek,CP,541.967.3917, , ,39, ,NH ND DW NS ,OR,9.6,NE,Foster,,
-122.862,43.227,White Creek,NF,541.496.3532/541.957.3200, , ,4,1600,NH ND DW NS NR ,OR,31.3,E,North Umpqua,,
-121.6,45.198,White River Station,NF,541.467.2291/503.668.1700, , ,5,3077,NH ND NS NR L$ ,OR,28.8,SW,Dufur,,
-123.458,42.438,Whitehorse County Park,CP,541.474.5285, , ,42, ,WES DP DW SH ,OR,6.6,W,Grants Pass,,
-122.303,43.247,Whitehorse Falls,NF,541.498.2531/541.957.3200, , ,9,3799,NH ND 25ft NS NR ,OR,9.5,NW,Diamond Lake,,
-123.66,43.987,Whittaker Creek,BLM,541.683.6600, , , , ,NH ND 35ft NS NR ,OR,10.4,E,Mapleton,,
-118.851,44.216,Wickiup,NF,/541.575.3000, , ,5,4321,NH ND NS NR ,OR,14.7,S ,John Day,,
-121.685,43.673,Wickiup Butte,NF,541.383.4000/541.383.5300, , ,12,4367,NR ,OR,9.1,W,La Pine,,
-120.577,44.44,Wildcat,NF,541.416.6449/541.416.6500, , ,27,3802,NH ND NS NR ,OR,16,NE,Prineville,,
-122.436,42.188,Wildcat,NF,541. 416.6500, , , ,5135,NR ,OR,14,E,Ashland,,
-120.335,44.485,Wildwood,NF,541.416.6449/541.416.6500, , ,5,4957,E ND NS RS PA N$ ,OR,10.6,SW,Mitchell,,
-120.298,44.042,Wiley Flat,NF,541.416.6449/541.416.6500, , ,5,5328,NR ,OR,32,SE,Prineville,,
-117.411,45.342,Williamson,NF,541.426.4978/541.523.6391, , ,12,4921,NH ND NS NR ,OR,8.7,SW,Enterprise,,
-121.851,42.659,Williamson River,NF,541.783.4001/541.947.2151, , ,20,4222,NH ND NS NR ,OR,5.7,N,Chiloquin,,
-120.201,42.093,Willow Creek,NF,541.947.6328/541.947.2151, , ,19,6142,NR ,OR,9.9,SE,Lakeview,,
-118.266,42.275,Willow Creek - Whitehorse Hot Springs,BLM, , ,no tables - no established sites, ,4534,NH ND VT NW NS NR N$ ,OR,21,E,Fields,,
-122.391,42.204,Willow Lake County Park,CP,541.774.8183, , ,65, ,WE DP FT DW SH ,OR,,,Butte Falls,,
-122.402,42.216,Willow Point - Howard Prairie Lake,CP,541.774.8183, , ,41,4569,NH DP VT SH ,OR,24.1,S ,Butte Falls,,
-122.614,43.901,Winberry,NF,541.782.2283/541.225.6300, , ,7, ,NH ND NS NR ,OR,8.5,E,Lowell,,
-124.192,43.674,Winchester Bay RV Resort,CP,541.271.0287,all year, ,138, ,WE DP DW SH ,OR,0.9,W,Winchester Bay,,
-124.105,42.019,Winchuck,NF,541.247.3600/541.618.2200, , ,25, ,NH ND NS NR ,OR,9.5,E,Brookings,,
-124.184,43.675,Windy Cove,CP,541.271.4138, , ,28, ,WE DP DW SH ,OR,0.5,W,Winchester Bay,,
-116.512,45.35,Windy Saddle,NF, , ,narrow steep gravel road - RVs not recommended,4,7621,NH ND NS NR ,OR,10.7,SW,Riggins,,
-118.643,45.012,Winom Creek,NF,541.427.3231/541.278.3716, , ,18,4928,NH ND NS NR ,OR,16.5,SE,Ukiah,,
-119.826,44.253,Wolf Creek,NF,541.477.6901/541.416.6500, , ,11,4012,NR ,OR,10.7,NE,Paulina,,
-122.935,43.24,Wolf Creek,NF,541.496.3532/541.957.3200, , ,8, ,NH ND FT DW NS NR ,OR,9.4,SE,Glide,,
-123.4,42.695,Wolf Creek County Park,CP,541.474.5285, , ,32, ,WE DP ,OR,0.3,W,Wolf Creek,,
-118.03,45.734,Woodland,NF,509.522.6290/541.278.3716, , ,7,5187,NR ,OR,19.8,E,Weston,,
-123.954,45.211,Woods County Park,CP,503.965.5001, , ,12, ,WES DP FT DW RS ,OR,,,,,
-118.098,45.779,Woodward,NF,509.522.6290/541.278.3716, , ,24,4915,NH ND NS NR ,OR,15.9,E,Weston,,
-121.77,45.69,Wyeth - Columbia River Gorge Area,NF,541.308.1700/541.308.1700, , ,13, ,NH ND NS NR ,OR,6,E,Cascade Locks,,
-118.31,44.53,Yellow Pine,NF,541.446.3351/541.523.6391, , ,21,4469,NH ND NS NR ,OR,8.6,NW,Unity,,
-122.376,44.59,Yellowbottom,BLM,541. 947.2177, , , ,1524,NH NR ,OR,,,,,
-119.274,43.877,Yellowjacket,NF,541.573.4300/541.575.3000, , ,30,4856,NH ND NS NR ,OR,23.7,NW,Hines,,
-122.337,44.4,Yukwah,NF,541.367.5168/541.225.6300, , ,25, ,NH ND NS NR L$ ,OR,19.7,E,Sweet Home,,
-121.645,46.339,Adams Fork,NF,360.497.1105/360.891.5001,early jun-late sep, ,31,2628,NH ND NS RS ,WA,20.1,SE,Randle,,
-119.505,48.678,Aeneas Lake - WDFW,SFW, ,early may-late oct,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,3.5,SW,Tonasket,,
-121.013,46.52,Ahtanum Camp - State Forest,SF,509.925.8510,see agency web site for open/closed status, ,6,3111,NH ND VT DW NS NR PA ,WA,24.8,W,Yakima,,
-122.293,46.799,Alder Lake - Tacoma Power,SP,360.569.2778,all year,4 campgrounds,173, ,WES RS ,WA,4.9,S ,Eatonville,,
-117.566,46.259,Alder Thicket,NF,509.843.1891/541.278.3716, , ,10,5157,NR ,WA,15,S ,Pomeroy,,
-119.495,47.522,Alkali Lake - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,9.2,N ,Soap Lake,,
-119.942,48.029,Alta Lake State Park,SP,509.923.2473,ealry apr-late oct, ,123, ,E DP 38ft DW SH RS ,WA,2.4,SW,Pateros,,
-123.594,48.012,Altaire - Olympic National Park,NP,360.565.3130, , ,30, ,NH ND 21ft FT NS NR L$ ,WA,,,Port Angeles,,
-121.159,46.976,American Forks,NF,509.653.1410/509.664.9200, , ,23,2792,NH ND NS NR ,WA,4.7,NW,Cliffdell,,
-119.33,47.628,Ankeny No. 1 - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, ,1582,NH ND VT NS NR N$ ,WA,26.3,SW,Grand Coulee D,,
-120.164,47.975,Antilon Lake,NF,509.682.2576/509.664.9200, ,primitive - dispersed - tables unknown,10,2339,VT NW NR ,WA,6.3,N ,Manson,,
-120.818,48,Atkinson Flat,NF,509.548.6977/509.664.9200, , ,7,2566,NR ,WA,28.9,N ,Leavenworth,,
-120.057,48.151,Averill - WDFW,SFW, , ,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,9.9,NW,Pateros,,
-121.036,45.663,Avery Rec Area- Columbia River Gorge,COE, , , , , ,NH ND VT NS NR ,WA,3.4,W,Wishram,,
-118.368,46.586,Ayer Boat Basin - Snake River,COE,509.547.2048, ,primitive - no designated sites, , ,NH ND VT NS NR ,WA,45.5,NE,Ayers,,
-120.543,48.66,Ballard,NF,509.996.4003/509.664.9200, , ,7,2552,NH ND 28ft NS NR N$ ,WA,7.9,NW,Mazama,,
-119.169,47.903,Barker Canyon - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, ,1593,NH ND VT NS NR N$ ,WA,8.1,W,Grand Coulee,,
-122.487,45.803,Battle Ground Lake State Park,SP,888.226.7688,all year, ,46, ,E DP 35ft DW SH RS ,WA,2.7,NE,Battle Ground,,
-122.48,48.488,Bay View State Park,SP,360.757.0227,all year, ,80, ,E DP 45ft DW SH RS ,WA,7.1,W,Burlington,,
-122.762,48.141,Beach - Fort Worden State Park,SP,360.344.4431,all year,for reservations call 360.344.4431, , ,WES RS ,WA,1.6,N ,Port Townsend,,
-122.024,45.625,Beacon Rock State Park,SP,509.427.8265,mid apr-mid oct, , , ,E ND 40ft DW SH NR ,WA,30.8,E,Vancouver,,
-124.24,48.066,Bear Creek - State Forest,SF,360.374.2800,all year, ,16, ,NH ND VT NW NS NR PA N$ ,WA,1.9,E,Sappho,,
-120.116,48.489,Bear Creek - WDFW,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2728,NH ND VT NS NR N$ ,WA,3.3,E,Winthrop,,
-121.955,45.854,Beaver,NF,509.395.3401/360.891.5001,early jun-mid sep, ,44, ,NH ND NS RS ,WA,11,NW,Carson,,
-118.967,48.85,Beaver Lake,NF,509.486.2186/509.664.9200, , ,13,2740,NH ND NS NR ,WA,8.8,N,Wauconda,,
-121.332,47.734,Beckler River,NF,360.677.2414/425.783.6000,early jun-mid sep, ,39, ,NH ND NS RS ,WA,2.1,NE,Skykomish,,
-121.387,48.096,Bedal,NF,360.436.1155/425.783.6000,early jun-mid sep, ,22, ,NH ND NS RS ,WA,26.9,E,Granite Falls,,
-119.971,47.809,Beebe Bridge Park,CP,509.661.4551, , ,46, ,WE DP DW SH ,WA,1,NE,Chelan Falls,,
-122.877,47.429,Belfair State Park,SP,360.275.0668,all year, ,170, ,WES DP 60ft DW SH RS ,WA,2.8,SW,Belfair,,
-121.403,46.16,Bench Lake,RES, , , , ,4974,,WA,,,,,
-117.274,46.035,Benzona - WDFW,SFW, ,ealry jun-late aug,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,23.6,SW,Asotin,,
-118.981,48.857,Beth Lake,NF,509.486.2186/509.664.9200, , ,19,2831,NH ND NS NR ,WA,23.4,NE,Tonasket,,
-120.883,47.377,Beverly,NF,509.852.1100/509.664.9200, , ,10,3140,NH ND NS NR ,WA,12.8,N,Cle Elum,,
-121.641,45.801,Big Cedars Campground,CP,509.427.3980, ,unknown facilities, , ,NH ND NS ,WA,9.7,NE,Home Valley,,
-121.968,46.735,Big Creek,NP,360.497.1105/360.891.5001,early jun-mid sep, ,29,1903,NH ND NS RS ,WA,3.4,SE,Ashford,,
-123.211,47.494,Big Creek,NF,/360.956.2300, , ,24, ,NH ND 30ft NS NR ,WA,6.9,NW,Hoodsport,,
-117.562,48.729,Big Meadow Lake,NF,509.738.7700/509.684.7000, , ,28,3425,NH ND NS NR N$ ,WA,6.6,W,Ione,,
-120.458,46.795,Big Pines - Yakima River Canyon,BLM,509.536.1200,mid may-mid sep,unknown facil, , ,NH ND 45ft NS NR ,WA,14.6,S ,Ellensburg,,
-117.543,46.23,Big Springs,NF,509.843.1891/541.278.3716, , ,20,5171,NR ,WA,17.2,S ,Pomeroy,,
-122.765,48.904,Birch Bay State Park,SP,360.371.2800,all year, ,170, ,E DP 60ft DW SH RS ,WA,6.2,S ,Blaine,,
-121.338,46.063,Bird Creek - State Forest,SF,509.925.8510,see agency web site for open/closed status, ,9,2575,NH ND VT NW NS NR PA ,WA,3.8,NW,Glenwood,,
-121.439,46.141,Bird Lake,RES,509.865.5121, , , ,5614,,WA,,,,,
-120.273,48.314,Blackpine Lake,NF,509.996.4003/509.664.9200, , ,24,4117,NH ND NS NR ,WA,7.7,SW,Twisp,,
-119.452,47.559,Blue Lake - WDFW,SFW, ,early apr-late sep,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,11.9,N,Soap Lake,,
-121.735,46.404,Blue Lake Creek,NF,360.497.1105/360.891.5001,early jun-late sep, ,11,1949,NH ND NS RS ,WA,13.9,SE,Randle,,
-119.688,48.683,Blue Lake North - WDFW,SFW, ,early may-late oct,Fish/Wildlife sites may have few facilitiies, ,1693,NH ND VT NS NR N$ ,WA,21.1,SW,Oroville,,
-119.689,48.671,Blue Lake South - WDFW,SFW, ,early may-late oct,Fish/Wildlife sites may have few facilitiies, ,1734,NH ND VT NS NR N$ ,WA,21.8,SW,Oroville,,
-119.336,46.97,Blythe - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,11.4,S ,Moses Lake,,
-117.271,46.559,Blyton Landing - Lake Bryan,COE,509.751.0240, ,unknown facil, , ,NH ND VT NS NR N$ ,WA,6.8,W,Colton,,
-120.166,48.611,Bobcat - WDFW,SFW, , ,Fish/Wildlife sites may have few facilitiies, ,2153,NH ND VT NS NR N$ ,WA,9.3,N,Winthrop,,
-124.36,47.897,Bogachiel State Park,SP,360.374.6356,all year, ,42, ,WE DP 40ft DW SH NR ,WA,3.9,S ,Forks,,
-119.057,48.792,Bonaparte Lake,NF,509.486.2186/509.664.9200, ,dispersed,53,3606,NH ND VT NW NS NR ,WA,18.4,E,Tonasket,,
-117.253,46.037,Botts - WDFW,SFW, ,ealry jun-late aug,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,23.1,SW,Asotin,,
-121.691,48.715,Boulder Creek,NF,360.856.5700/425.783.6000,early jun-late sep, ,10, ,NH ND NS RS ,WA,12.4,N,Concrete,,
-117.353,48.985,Boundary Dam - Seattle City Power,CP, , , ,15,2024,NH ND FT DW NS ,WA,9.5,N,Metaline,,
-117.446,46.679,Boyer Park and Marina,CP,509.397.3208,early jun-mid oct, , , ,WES DP FT DW SH RS ,WA,14.4,S ,Colfax,,
-120.782,47.564,Bridge Creek,NF,509.548.6977/509.664.9200, , ,18,2149,NH ND NS NR ,WA,6,W,Leavenworth,,
-119.733,48.078,Bridgeport Bar State Wildlife Rec Area,SP, ,all year, , , ,DP FT DW NR ,WA,2.5,SE,Brewster,,
-119.609,48.014,Bridgeport State Park,SP,509.686.7231,early apr-late oct, ,34, ,E DP 45ft DW SH RS ,WA,2.9,E,Bridgeport,,
-120.68,45.942,Brooks Memorial State Park,SP,509.773.4611,all year, , ,2549,WE DP 60ft DW SH NR ,WA,10.8,NE,Goldendale,,
-123.322,47.412,Brown Creek,NF,/360.956.2300, , ,22, ,NH ND 21ft NS NR ,WA,17.1,NW,Shelton,,
-117.195,48.436,Browns Lake,NF,509.447.7316/509.684.7000, , ,25,3520,NH ND NS NR L$ ,WA,9.4,NE,Usk,,
-123.892,46.683,Bruceport County Park,CP,360.875.6611, ,beautiful views,40, ,WES DP DW SH ,WA,4.3,W,South Bend,,
-121.331,48.268,Buck Creek,NF,360.436.1155/425.783.6000,early jun-late aug, ,39, ,NH ND NS RS ,WA,12.5,E,Darrington,,
-120.201,48.606,Buck Lake,NF,509.996.4003/509.664.9200, , ,8,3287,NH ND 20ft NS NR N$ ,WA,8.9,N ,Winthrop,,
-121.283,46.879,Bumping Crossing,NF,509.653.1410/509.664.9200, , ,45,3373,NR ,WA,9,NE,American River,,
-121.296,46.862,Bumping Lake,NF,509.653.1410/509.664.9200,early jun-mid sep,4 campgrounds, ,3461,NH DP NS RS ,WA,12.2,SW,Cliffdell,,
-119.926,47.134,Burke Lake Southwest - WDFW,SFW, ,early apr-late jul,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,7.7,SW,Quincey,,
-119.931,47.138,Burke Lake West - WDFW,SFW, ,early apr-late jul,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,7.6,SW,Quincey,,
-119.928,47.033,Caliche Lake - WDFW,SFW, ,early apr-late jul,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,4.7,SW,George,,
-122.504,48.133,Camano Island State Park,SP,360.387.3031,all year, ,88, ,NH DP 40ft SH NR ,WA,3.8,S ,Camano Island,,
-120.126,48.714,Camp 4,NF,509.996.4003/509.664.9200, , ,5,2431,NH ND 16ft NS NR N$ ,WA,,,,,
-123.219,47.464,Camp Cushman,CP,360.877.5491, , ,82, ,,WA,5.4,NW,Hoodsport,,
-122.573,47.118,Camp Murray Beach Military,MIL,800.588.6420, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,WA,11.1,SW,Tacoma,,
-120.066,48.44,Campbell Lake - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, ,2820,NH ND VT NS NR N$ ,WA,6.1,SE,Winthrop,,
-123.69,47.481,Campbell Tree Grove,NF,/360.956.2300, , ,10, ,NH ND 16ft NS NR N$ ,WA,21.3,NE,Humptulips,,
-122.202,45.916,Canyon Creek,NF,360.449.7810/360.891.5001, , ,7, ,NH ND NS NR ,WA,44.5,S ,Morton,,
-118.24,48.578,Canyon Creek,NF,509.738.7700/509.684.7000, , ,19,2260,NH ND NS NR ,WA,8.7,W,Kettle Falls,,
-124.054,46.283,Cape Disappointment State Park,SP,360.642.3078,all year, ,200, ,WES DP SH RS ,WA,1.8,S ,Ilwaco,,
-119.516,48.412,Carl Precht RV Park,CP,509.826.1170, , ,72, ,WE DP DW SH ,WA,0.5,E,Omak,,
-121.624,46.349,Cat Creek,NF,360.497.1105/360.891.5001, , ,5,2756,NH ND NS NR N$ ,WA,20.5,SE,Randle,,
-121.618,46.354,Cat Creek Chimney,NF,360.497.1105/360.891.5001, ,heavy OHV use - dispersed,10,2877,NH ND VT NW NS NR N$ ,WA,20.4,SE,Randle,,
-121.165,46.971,Cedar Springs,NF,509.653.1410/509.664.9200,early jun-mid sep, ,14,2815,NH ND NS RS ,WA,4.9,W,Cliffdell,,
-117.809,46.63,Central Ferry Park - Lake Bryan,COE,509.751.0240, , , , ,E DP DW SH RS ,WA,7.3,N,Dodge,,
-121.595,46.293,Chain - Of - Lakes,NF,360.497.1105/360.891.5001, , ,7,4413,NH ND NS NR ,WA,,,,,
-118.845,46.259,Charbonneau Park,COE,509.547.2048,early may-late sep, , , ,WES DP DW SH RS PA ,WA,12.3,E,Pasco,,
-120.886,47.608,Chatter Creek,NF,509.548.6977/509.664.9200, , ,24,2723,NH ND NS NR ,WA,10.5,W,Leavenworth,,
-123.601,47.398,Chetwoot,NF,/360.956.2300, , ,8, ,NR ,WA,28.8,N,Montesano,,
-117.715,48.28,Chewelah City Park,CP,509.935.8311, ,noisy,14,1673,WE ND NS L$ ,WA,0.3,N,Chewelah,,
-120.134,48.678,Chewuch,NF,509.996.4003/509.664.9200, , ,12,2326,NH ND 35ft NS NR N$ ,WA,14,N,Winthrop,,
-117.19,46.417,Chief Timothy Park,COE,509.758.9580,early may-late oct, ,66, ,WES DP DW SH RS ,WA,6.9,W,Clarkston,,
-119.703,48.914,Chopaka Lake - State Forest,SF,509.684.7474,see agency web site for open/closed status,steep road,16,2951,NH ND VT DW NS NR PA ,WA,7.2,NW,Loomis,,
-119.677,48.014,City of Bridgeport Marina RV Park,CP,509.686.4747, , ,20, ,WES DP SH ,WA,0.5,NW,Bridgeport,,
-121.105,47.349,Cle Elum River,NF,509.852.1100/509.664.9200, , ,25,2283,NH ND NS NR ,WA,13.2,NW,Cle Elum,,
-121.569,48.22,Clear Creek,NF,360.436.1155/425.783.6000,early jun-late sep, ,13, ,NH ND NS RS ,WA,2.9,SE,Darrington,,
-117.693,47.514,Clear Lake Military,MIL,509.299.5129, ,military only - do not use our lat/lon - contact them for directions and info, ,2369,RS ,WA,5.8,W,Cheney,,
-121.268,46.634,Clear Lake North,NF,509.653.1410/509.664.9200, , ,40,3048,NH ND NS NR ,WA,27.8,W,Naches,,
-121.268,46.629,Clear Lake South,NF,509.653.1410/509.664.9200, , ,28,3018,NH ND NS NR ,WA,27.9,W,Naches,,
-120.718,45.712,Cliffs Park - Columbia River Gorge,COE, , ,dispersed - few facil,20, ,NH ND PT NW NS NR L$ ,WA,9,SE,Goldendale,,
-122.688,48.337,Cliffside RV Military - Whidbey Island NAS,MIL,360.257.2702, ,may be closed - military only - do not use our lat/lon - contact them for directions and info, , ,RS ,WA,3.7,NW,Oak Harbor,,
-121.177,46.507,Clover Flats- State Forest,SF,509.925.8510,see agency web site for open/closed status,gravel-one lane-very steep rd,9,6305,NH ND VT DW NS NR PA ,WA,32.6,W,Yakima,,
-118.556,47.5,Coffeepot Lake,BLM, , , , ,1837,NH ND NS NR N$ ,WA,13.2,NE,Odessa,,
-123.605,47.392,Coho,NF,/360.956.2300, , ,90, ,NH DP 36ft NS NR ,WA,28.4,N ,Montesano,,
-122.341,45.762,Cold Creek- State Forest,SF,360.577.2025,see agency web site for open/closed status, ,6, ,NH ND VT DW NS NR PA ,WA,7.9,SE,Yacolt,,
-121.751,46.081,Cold Spring Indian,NF,509.395.3401/360.891.5001, , ,7,3904,NH ND NS NR N$ ,WA,,,,,
-119.797,48.937,Cold Springs- State Forest,SF,509.684.7474,see agency web site for open/closed status, ,5,6299,NH ND VT NW NS NR PA ,WA,10.9,NW,Loomis,,
-123.019,47.683,Collins,NF,/360.956.2300, , ,16,2159,NH ND 21ft NS NR ,WA,5.6,W,Brinnon,,
-121.094,48.687,Colonial Creek - North Cascades  National Park,NP,360.854.7200, , ,142, ,NH DP 22ft NS NR ,WA,7,E,Newhalem,,
-119.787,48.093,Columbia Cove City RV Park,CP, , , , , ,E DW SH ,WA,0.4,SW,Brewster,,
-121.105,45.646,Columbia Hills (Horsethief Lake) State Park,SP,509.767.1159.,all year,windy - showers in day use area, , ,E DP 60ft SH NR ,WA,4.1,NE,Dallesport,,
-119.205,46.233,Columbia Park,CP,509.585.4529, , , , ,E DP SH ,WA,3.6,NW,Kennewick,,
-117.91,48.541,Colville Fairgrounds RV Park,CP,509.684.2585, , , ,1562,E DP SH ,WA,0.5,SW,Colville,,
-119.755,48.555,Conconully State Park,SP,509.826.7408,mid apr-mid oct, ,65,2287,WE ND DW SH NR ,WA,0.3,SW,Conconully,,
-119.662,48.751,Conners Lake - WDFW,SFW, ,early may-late oct,Fish/Wildlife sites may have few facilitiies, ,1509,NH ND VT NS NR N$ ,WA,5,S ,Loomis,,
-124.198,47.656,Coppermine Bottom- State Forest,SF,360.374.2800,see agency web site for open/closed status, ,11, ,NH ND VT NW NS NR PA ,WA,22.1,SE,Forks,,
-119.311,46.969,Corral Lake - WDFW,SFW, , ,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ ,WA,12.8,W,Warden,,
-121.466,47.013,Corral Pass,NF,425.775.9702, , , ,5669,NH ND NS NR ,WA,28,SE,Enumclaw,,
-121.03,46.907,Cottonwood,NF,509.653.1410/509.664.9200,mid may-late sep, ,16,2277,NH ND NS RS ,WA,3.3,SE,Cliffdell,,
-120.642,48.021,Cottonwood  - Ent,NF,509.784.1511/509.664.9200, , ,25,3127,NH ND 22ft NS NR ,WA,31.2,NW,Entiat,,
-119.763,48.587,Cottonwood  - Ton,NF,509.486.2186/509.664.9200, , ,5,2779,NH ND NS NR ,WA,2.1,N ,Conconully,,
-124.293,47.779,Cottonwood- State Forest,SF,360.374.2800,see agency web site for open/closed status, ,10, ,NH ND VT NW NS NR PA ,WA,12.6,S ,Forks,,
